gender,age_range,marital_status,disability,district,father_education,mother_education,household_members,economic_dependency,health_insurance,chronic_disease,academic_program,current_term,enrolled_courses,gpa,failed_course,class_attendance,career_satisfaction,personal_motivation,teacher_motivation,thought_about_dropout,dropout_reason,dropout_thought,transport,commute_time,internet_access,study_space,library_use,academic_tutoring,university_support,housing_type,personal_income,family_income,scholarship,currently_working,work_hours,affects_study,study_hours,university_harassment,demotivation,academic_stress,emotional_support
Masculino,16-20,Soltero(a),No,Ate,Primaria,Secundaria,4-5,Minimamente dependiente,EsSalud,Sí,Ingeniería de Sistemas,2.0,3,13-15,No,4.0,2.0,4.0,1.0,No,Repudiandae repellat ab numquam at facilis accusamus a vel laboriosam sapiente accusantium mollitia.,No,Público,30-60 min,Sí,Sí,2.0,No,3.0,Residencia,0,1000-2000,No,No,<10,No,5-10,No,Sí,Sí,No
Masculino,16-20,Soltero(a),No,Pachacámac,Secundaria,Secundaria,1-3,Parcialmente dependiente,SIS,No,Ingeniería de Software,,6 o más,<10,No,1.0,4.0,5.0,2.0,Sí,Officia blanditiis aut illum quae dolor.,Yes,Público,<30 min,Sí,No,,No,1.0,Propia,,<1000,No,No,<10,Sí,5-10,No,No,Sí,
Masculino,16-20,Soltero(a),No,San Isidro,Secundaria,Primaria,1-3,Parcialmente dependiente,,No,Ingeniería de Software,5.0,4-5,10-12,No,4.0,3.0,4.0,4.0,No,Odio iste deserunt quibusdam soluta delectus ut fugiat nisi.,No,Privado,30-60 min,Sí,Sí,1.0,Sí,3.0,Alojado,0,>4000,No,Sí,10-20,No,<5,No,No,Sí,Sí
Masculino,21-25,Soltero(a),Sí,Villa El Salvador,Primaria,Secundaria,1-3,Mayormente dependiente,SIS,,Ingeniería de Software,3.0,4-5,,Sí,3.0,4.0,3.0,4.0,No,Quas iusto officiis adipisci rem ut.,No,Público,<30 min,Sí,Sí,2.0,No,4.0,Residencia,0,1000-2000,No,No,<10,No,5-10,No,No,Sí,Sí
Masculino,16-20,Soltero(a),No,Comas,Primaria,Secundaria,1-3,Mayormente dependiente,Privado,No,Ingeniería de Software,7.0,4-5,10-12,Sí,3.0,1.0,3.0,1.0,No,Alias quae velit accusantium quia totam ipsam consequuntur deleniti blanditiis.,No,Público,<30 min,Sí,No,4.0,No,3.0,Residencia,0,1000-2000,No,Sí,10-20,Sí,<5,No,Sí,Sí,Sí
Masculino,16-20,,No,Rímac,Secundaria,Secundaria,1-3,No dependo económicamente,SIS,No,Ingeniería de Software,8.0,4-5,13-15,Sí,1.0,2.0,3.0,4.0,No,Unde excepturi quia non eligendi ab similique veniam consequuntur eligendi.,No,Público,30-60 min,Sí,No,4.0,Sí,4.0,Propia,>1000,<1000,No,No,<10,Sí,>10,No,No,No,No
Masculino,26-30,Soltero(a),No,Comas,Primaria,Técnico,1-3,Minimamente dependiente,EsSalud,Sí,Ingeniería de Sistemas,4.0,6 o más,13-15,No,4.0,3.0,2.0,5.0,No,Error sunt dolore architecto reiciendis rerum animi omnis porro eaque ducimus.,No,Público,>1 h,,Sí,5.0,No,5.0,Alquilada,<500,1000-2000,No,No,<10,No,5-10,No,Sí,No,No
Masculino,21-25,Soltero(a),No,San Isidro,Secundaria,Primaria,1-3,,SIS,Sí,,4.0,3,13-15,No,2.0,2.0,4.0,5.0,No,Laborum earum quia officia porro dolor aliquid.,No,Público,>1 h,Sí,No,2.0,No,2.0,,<500,2000-4000,No,,>20,Sí,>10,No,No,No,Sí
Masculino,21-25,,No,Lurigancho,Secundaria,Primaria,4-5,Minimamente dependiente,EsSalud,No,Ingeniería de Software,4.0,4-5,<10,No,5.0,2.0,3.0,4.0,No,Aspernatur voluptatem aspernatur molestiae natus animi rerum doloribus numquam atque omnis.,No,Privado,<30 min,Sí,Sí,3.0,Sí,4.0,Alquilada,0,<1000,,No,10-20,No,<5,Sí,Sí,No,Sí
Femenino,26-30,,No,Puente Piedra,Universitario,Secundaria,4-5,Mayormente dependiente,SIS,No,Ingeniería de Software,1.0,3,<10,No,5.0,3.0,3.0,3.0,No,Facilis facilis iusto eius et modi voluptatum iure nam numquam recusandae enim.,No,Privado,>1 h,Sí,Sí,4.0,No,2.0,Alojado,,2000-4000,No,Sí,10-20,Sí,5-10,No,No,No,No
,26-30,Soltero(a),No,Rímac,Secundaria,Técnico,,No dependo económicamente,Privado,No,Ingeniería de Sistemas,8.0,3,10-12,No,4.0,3.0,4.0,3.0,No,Repellendus necessitatibus quo officia accusamus provident a praesentium voluptas facilis.,No,Privado,30-60 min,Sí,Sí,4.0,No,5.0,Propia,500-1000,2000-4000,No,No,<10,Sí,<5,No,Sí,Sí,Sí
Masculino,21-25,Soltero(a),No,San Martín de Porres,Secundaria,Secundaria,1-3,Minimamente dependiente,Privado,No,Ingeniería de Sistemas,5.0,4-5,10-12,No,3.0,3.0,4.0,2.0,No,Culpa veritatis commodi expedita ex distinctio in minima at consequatur magni.,No,A pie,<30 min,No,Sí,3.0,No,4.0,Propia,500-1000,<1000,Sí,No,>20,Sí,5-10,No,Sí,No,No
Masculino,21-25,,No,Punta Hermosa,Primaria,Primaria,1-3,Mayormente dependiente,SIS,No,Ingeniería de Software,5.0,4-5,13-15,No,2.0,4.0,5.0,4.0,No,Iure error placeat maiores unde laboriosam numquam doloribus placeat.,No,Público,30-60 min,Sí,Sí,2.0,Sí,4.0,Alojado,0,<1000,No,No,10-20,No,<5,No,Sí,Sí,Sí
Masculino,21-25,,No,Pueblo Libre,Primaria,Secundaria,1-3,Parcialmente dependiente,SIS,,Ingeniería de Software,8.0,3,13-15,Sí,4.0,3.0,4.0,1.0,Sí,Odio libero eum ex animi quas necessitatibus repellendus placeat voluptatum quia est quibusdam.,Yes,Público,30-60 min,Sí,Sí,1.0,No,3.0,Residencia,0,2000-4000,Sí,No,>20,No,5-10,No,No,No,Sí
Femenino,21-25,Divorciado(a),No,Surquillo,Secundaria,Postgrado,4-5,Mayormente dependiente,SIS,No,Ingeniería de Software,7.0,4-5,13-15,Sí,,4.0,4.0,2.0,No,Debitis adipisci voluptate consequuntur cupiditate pariatur optio eveniet eligendi ipsa veniam nihil.,No,Público,30-60 min,Sí,Sí,,No,2.0,Alquilada,0,1000-2000,Sí,No,<10,Sí,>10,No,No,No,Sí
Masculino,26-30,Soltero(a),No,Pucusana,Secundaria,Universitario,1-3,Mayormente dependiente,EsSalud,No,Ingeniería de Software,8.0,4-5,13-15,No,3.0,3.0,,3.0,No,Aliquid quasi quia sunt dolorum quis corrupti.,No,Privado,30-60 min,Sí,No,3.0,No,4.0,Propia,500-1000,<1000,No,No,10-20,No,5-10,No,Sí,No,No
Masculino,21-25,Soltero(a),No,La Victoria,Primaria,Secundaria,6+,Parcialmente dependiente,Privado,No,Ingeniería de Software,4.0,4-5,10-12,No,3.0,3.0,3.0,4.0,,Facilis ab possimus ratione at dicta quidem quam harum quia nihil.,No,Público,<30 min,Sí,Sí,3.0,No,2.0,Residencia,0,2000-4000,No,Sí,<10,Sí,>10,No,Sí,No,No
Masculino,16-20,Casado(a),No,El Agustino,Secundaria,,4-5,Totalmente dependiente,,No,Ingeniería de Software,1.0,6 o más,13-15,No,5.0,,4.0,3.0,No,Occaecati voluptas error quasi consequatur dignissimos nostrum in distinctio libero quos incidunt corrupti.,No,Privado,30-60 min,Sí,Sí,1.0,No,3.0,Residencia,500-1000,>4000,Sí,Sí,<10,No,5-10,Sí,No,No,Sí
Masculino,21-25,Casado(a),Sí,Villa El Salvador,,Secundaria,1-3,Parcialmente dependiente,EsSalud,No,Ingeniería de Sistemas,1.0,4-5,13-15,No,2.0,1.0,5.0,2.0,No,Tempora facilis omnis voluptates debitis consequuntur sint totam.,No,Público,30-60 min,Sí,No,2.0,Sí,2.0,Alquilada,<500,1000-2000,No,Sí,<10,No,5-10,No,Sí,No,No
Masculino,21-25,Soltero(a),No,Rímac,Primaria,Universitario,6+,Mayormente dependiente,Ninguno,No,Ingeniería de Software,4.0,4-5,10-12,Sí,3.0,4.0,3.0,2.0,,Laboriosam blanditiis atque exercitationem iure tempora corporis.,No,A pie,>1 h,Sí,Sí,3.0,No,2.0,Alquilada,0,<1000,No,No,10-20,Sí,<5,No,Sí,Sí,Sí
Masculino,16-20,Divorciado(a),No,Comas,Primaria,Secundaria,1-3,Totalmente dependiente,EsSalud,No,Ingeniería de Sistemas,5.0,4-5,13-15,No,4.0,2.0,3.0,2.0,No,A amet ut aperiam beatae dolorem magni nam nemo qui sint.,No,Privado,<30 min,No,Sí,3.0,,2.0,Alquilada,500-1000,<1000,No,No,<10,No,5-10,No,Sí,No,No
Masculino,16-20,Casado(a),No,Santa Anita,Secundaria,Secundaria,,Mayormente dependiente,EsSalud,No,Ingeniería de Software,9.0,4-5,13-15,Sí,4.0,3.0,3.0,3.0,Sí,Animi recusandae nemo corporis placeat consequuntur unde quisquam ad odio labore placeat.,Yes,Público,>1 h,Sí,Sí,2.0,No,3.0,Residencia,0,>4000,No,No,10-20,Sí,5-10,No,Sí,,Sí
Masculino,16-20,Soltero(a),No,La Molina,Secundaria,Secundaria,,Totalmente dependiente,SIS,No,Ingeniería de Sistemas,7.0,4-5,13-15,No,4.0,3.0,3.0,2.0,Sí,Assumenda enim sint adipisci itaque perferendis dolor pariatur veniam explicabo accusamus enim.,Yes,Privado,<30 min,Sí,Sí,5.0,No,2.0,Alquilada,<500,>4000,Sí,Sí,<10,No,<5,No,No,Sí,Sí
Masculino,26-30,Soltero(a),No,Santa María del Mar,Técnico,Secundaria,1-3,Parcialmente dependiente,Ninguno,No,Ingeniería de Software,7.0,4-5,13-15,Sí,4.0,2.0,4.0,2.0,No,,No,Público,>1 h,Sí,Sí,5.0,No,3.0,Residencia,<500,2000-4000,No,Sí,<10,No,5-10,No,No,,No
Masculino,21-25,Soltero(a),No,Villa María del Triunfo,Técnico,Primaria,1-3,Totalmente dependiente,Ninguno,No,Ingeniería de Software,3.0,3,13-15,No,5.0,3.0,4.0,2.0,No,Modi nihil quod doloremque quo ducimus laudantium distinctio id assumenda esse delectus cupiditate.,No,Privado,30-60 min,Sí,Sí,4.0,No,3.0,Alojado,0,1000-2000,Sí,Sí,>20,Sí,5-10,No,Sí,No,
Masculino,21-25,Soltero(a),Sí,Cieneguilla,Secundaria,Secundaria,1-3,Totalmente dependiente,SIS,No,Ingeniería de Sistemas,10.0,4-5,10-12,No,4.0,1.0,2.0,3.0,No,Enim suscipit alias veniam porro aliquid enim asperiores.,No,Público,>1 h,Sí,Sí,1.0,Sí,1.0,Alquilada,0,1000-2000,Sí,No,<10,Sí,<5,No,No,Sí,No
Masculino,16-20,Soltero(a),No,Independencia,Universitario,Secundaria,1-3,No dependo económicamente,SIS,No,Ingeniería de Sistemas,10.0,3,13-15,No,1.0,3.0,3.0,4.0,Sí,Esse a itaque aliquam ea dolores.,Yes,Público,30-60 min,Sí,Sí,4.0,No,3.0,Propia,0,1000-2000,No,No,<10,No,<5,No,Sí,No,No
Masculino,21-25,,No,Pachacámac,Secundaria,Primaria,1-3,Minimamente dependiente,Privado,No,Ingeniería de Software,8.0,6 o más,13-15,Sí,4.0,2.0,5.0,4.0,No,Tenetur ab vitae libero dicta quibusdam dignissimos nulla voluptatum suscipit quasi sunt.,No,Privado,30-60 min,No,Sí,2.0,No,1.0,Residencia,0,,,Sí,<10,Sí,<5,No,Sí,Sí,No
Masculino,16-20,Soltero(a),No,San Martín de Porres,Secundaria,Secundaria,6+,Mayormente dependiente,EsSalud,No,Ingeniería de Software,3.0,4-5,13-15,No,3.0,2.0,2.0,1.0,Sí,Ipsa atque illo cum nam hic non dolorem.,Yes,Público,<30 min,Sí,,1.0,Sí,3.0,Residencia,<500,<1000,No,No,<10,Sí,>10,No,Sí,No,No
Masculino,16-20,Soltero(a),No,San Luis,Primaria,Secundaria,6+,Mayormente dependiente,SIS,No,Ingeniería de Sistemas,9.0,4-5,13-15,No,5.0,2.0,3.0,2.0,Sí,,Yes,Público,<30 min,Sí,Sí,1.0,Sí,3.0,Propia,0,<1000,No,Sí,>20,Sí,>10,No,Sí,No,No
Masculino,16-20,Soltero(a),No,,Técnico,Secundaria,1-3,Totalmente dependiente,Ninguno,No,Ingeniería de Sistemas,8.0,4-5,13-15,Sí,3.0,3.0,4.0,2.0,No,Necessitatibus quas repellat molestiae magnam natus eligendi odit unde dolorem quod molestias.,No,Público,30-60 min,Sí,No,4.0,Sí,3.0,Alojado,0,<1000,No,No,<10,No,5-10,No,Sí,No,Sí
Masculino,26-30,Otro,No,El Agustino,Secundaria,Universitario,4-5,Parcialmente dependiente,SIS,No,Ingeniería de Software,3.0,6 o más,16+,No,5.0,1.0,4.0,4.0,No,Doloribus perferendis odit rerum excepturi totam et voluptates.,No,A pie,<30 min,Sí,,4.0,Sí,2.0,Propia,500-1000,1000-2000,No,No,>20,No,5-10,Sí,No,Sí,Sí
Masculino,16-20,Casado(a),No,Surquillo,Postgrado,Universitario,1-3,Totalmente dependiente,Ninguno,No,Ingeniería de Sistemas,2.0,4-5,13-15,Sí,4.0,3.0,4.0,3.0,No,Corporis maiores consectetur hic illo suscipit.,No,A pie,<30 min,Sí,Sí,3.0,Sí,4.0,Alojado,<500,2000-4000,Sí,Sí,10-20,No,<5,No,Sí,Sí,Sí
Masculino,16-20,Soltero(a),No,El Agustino,,Secundaria,4-5,Parcialmente dependiente,EsSalud,No,Ingeniería de Software,8.0,4-5,<10,Sí,4.0,3.0,4.0,5.0,Sí,Sapiente nisi voluptate voluptas quasi vel laudantium aperiam iusto.,Yes,A pie,30-60 min,Sí,No,3.0,No,3.0,Alojado,0,2000-4000,Sí,No,10-20,No,<5,No,No,Sí,Sí
Masculino,21-25,Otro,No,San Bartolo,Secundaria,Secundaria,1-3,,EsSalud,No,Ingeniería de Sistemas,9.0,3,10-12,No,3.0,,3.0,4.0,No,Animi ullam ut deleniti labore illum corporis dolorum.,No,Público,>1 h,No,Sí,1.0,No,4.0,Propia,<500,1000-2000,No,No,<10,Sí,5-10,No,Sí,No,Sí
Femenino,26-30,Soltero(a),No,Puente Piedra,Secundaria,Técnico,1-3,Minimamente dependiente,EsSalud,No,Ingeniería de Software,3.0,4-5,16+,Sí,,1.0,3.0,3.0,No,Adipisci sed sint mollitia ut quaerat itaque pariatur voluptatibus officiis quasi fuga.,No,Público,30-60 min,Sí,No,2.0,Sí,5.0,Residencia,,<1000,Sí,Sí,10-20,No,5-10,No,No,Sí,No
Masculino,16-20,Soltero(a),No,Puente Piedra,Postgrado,Secundaria,1-3,Minimamente dependiente,EsSalud,No,Ingeniería de Software,1.0,4-5,10-12,Sí,3.0,4.0,4.0,4.0,No,Corrupti nobis suscipit minus eligendi nihil mollitia.,No,Público,<30 min,Sí,No,1.0,No,,Alquilada,<500,1000-2000,Sí,Sí,<10,No,5-10,Sí,No,Sí,Sí
Masculino,16-20,Casado(a),No,San Isidro,Secundaria,Primaria,1-3,Minimamente dependiente,EsSalud,No,Ingeniería de Sistemas,8.0,4-5,<10,Sí,3.0,3.0,5.0,3.0,No,Vel odit temporibus qui aut corrupti.,No,Público,30-60 min,Sí,Sí,2.0,Sí,,Alquilada,0,<1000,No,Sí,10-20,No,<5,Sí,,No,Sí
Masculino,21-25,Soltero(a),No,La Molina,Técnico,Técnico,1-3,Parcialmente dependiente,Privado,,Ingeniería de Sistemas,6.0,4-5,13-15,No,3.0,1.0,4.0,2.0,No,Fugit dolorem at expedita dolore vitae ullam corrupti incidunt minus porro assumenda sed.,No,Público,<30 min,Sí,No,1.0,No,5.0,Residencia,0,2000-4000,No,No,10-20,Sí,5-10,No,No,Sí,No
Masculino,16-20,Soltero(a),No,Lince,Primaria,Secundaria,1-3,Totalmente dependiente,Ninguno,No,Ingeniería de Software,9.0,3,13-15,Sí,4.0,2.0,3.0,1.0,No,Assumenda iure odio deleniti repellat eveniet quo.,No,Público,<30 min,Sí,Sí,2.0,Sí,2.0,Alojado,<500,1000-2000,No,No,<10,,<5,No,Sí,No,Sí
Masculino,26-30,Soltero(a),No,Pucusana,Secundaria,Primaria,4-5,Minimamente dependiente,SIS,Sí,Ingeniería de Sistemas,4.0,6 o más,16+,Sí,5.0,1.0,3.0,5.0,No,Accusantium autem ipsam consectetur amet in sit magni dolor adipisci ea officiis.,,Público,30-60 min,Sí,Sí,,Sí,4.0,Propia,0,<1000,Sí,No,10-20,Sí,5-10,No,Sí,Sí,No
Masculino,16-20,Soltero(a),No,Pucusana,Primaria,Primaria,1-3,Minimamente dependiente,EsSalud,No,Ingeniería de Software,6.0,4-5,13-15,Sí,,4.0,2.0,3.0,No,Mollitia qui illo optio commodi pariatur ab temporibus cupiditate architecto.,No,Privado,30-60 min,Sí,Sí,2.0,No,,Alquilada,<500,2000-4000,Sí,No,10-20,No,5-10,No,No,No,Sí
Masculino,16-20,Soltero(a),No,San Isidro,Secundaria,Primaria,4-5,Parcialmente dependiente,Privado,,Ingeniería de Software,2.0,4-5,10-12,No,5.0,4.0,3.0,4.0,Sí,Reprehenderit debitis excepturi pariatur amet ea.,,Privado,30-60 min,Sí,Sí,1.0,No,2.0,Propia,>1000,1000-2000,Sí,No,>20,No,5-10,No,Sí,No,No
Femenino,21-25,Casado(a),No,El Agustino,Primaria,Primaria,1-3,Parcialmente dependiente,EsSalud,No,Ingeniería de Software,6.0,3,16+,Sí,3.0,2.0,3.0,3.0,,Quam sequi commodi odio quaerat sed cumque neque.,No,Público,>1 h,Sí,Sí,1.0,Sí,3.0,Alquilada,0,1000-2000,No,No,10-20,No,5-10,No,No,No,No
Masculino,26-30,Soltero(a),No,Villa María del Triunfo,Secundaria,Secundaria,1-3,,EsSalud,No,Ingeniería de Sistemas,4.0,4-5,16+,No,2.0,3.0,4.0,,Sí,Illum aliquid mollitia minima quas repellat vel non sequi maxime saepe.,Yes,Privado,<30 min,Sí,Sí,2.0,No,4.0,Propia,,2000-4000,No,No,<10,No,5-10,No,Sí,No,No
Masculino,21-25,Soltero(a),No,El Agustino,Técnico,Primaria,6+,Mayormente dependiente,SIS,No,Ingeniería de Software,8.0,4-5,13-15,No,2.0,2.0,4.0,3.0,Sí,Error aut maxime iste labore quasi sed.,Yes,Público,<30 min,Sí,Sí,4.0,Sí,2.0,Residencia,0,1000-2000,No,Sí,<10,Sí,5-10,No,No,No,No
Masculino,30+,Casado(a),,Surquillo,Técnico,Universitario,1-3,Parcialmente dependiente,EsSalud,No,Ingeniería de Software,8.0,4-5,<10,Sí,3.0,2.0,4.0,4.0,No,Id reiciendis nisi repellendus ratione consectetur nam atque adipisci ex.,No,Público,30-60 min,Sí,Sí,5.0,No,4.0,Propia,<500,>4000,No,,10-20,Sí,5-10,No,No,No,Sí
Masculino,26-30,Soltero(a),No,Punta Negra,Universitario,Universitario,6+,Totalmente dependiente,SIS,No,Ingeniería de Software,7.0,,13-15,No,4.0,4.0,2.0,2.0,No,Nobis libero aspernatur molestiae quis fuga iste saepe assumenda magni.,No,Privado,<30 min,Sí,No,2.0,No,4.0,Propia,,2000-4000,No,No,<10,Sí,<5,No,No,No,Sí
Masculino,21-25,Soltero(a),No,Santiago de Surco,Técnico,Universitario,1-3,Parcialmente dependiente,EsSalud,No,Ingeniería de Sistemas,10.0,4-5,10-12,No,4.0,3.0,4.0,2.0,No,Velit omnis dicta facere nulla ut repudiandae voluptatem.,No,Público,,Sí,No,2.0,No,3.0,Propia,<500,1000-2000,No,No,<10,No,5-10,No,Sí,No,Sí
Masculino,21-25,Soltero(a),Sí,Ancón,,Secundaria,1-3,Minimamente dependiente,SIS,No,Ingeniería de Sistemas,10.0,4-5,10-12,No,4.0,1.0,5.0,,No,Illum ea voluptas occaecati fugiat quos cumque eveniet incidunt ipsa suscipit ex.,No,Público,30-60 min,Sí,Sí,3.0,No,4.0,Propia,500-1000,1000-2000,No,Sí,10-20,Sí,<5,No,No,No,Sí
Masculino,16-20,Soltero(a),No,Ate,Primaria,Técnico,6+,Minimamente dependiente,SIS,No,Ingeniería de Software,9.0,4-5,13-15,No,5.0,4.0,2.0,4.0,No,Nostrum aperiam enim recusandae officia soluta.,No,Público,<30 min,Sí,Sí,2.0,No,1.0,Alquilada,0,<1000,Sí,No,<10,No,<5,No,No,Sí,No
Femenino,26-30,Soltero(a),No,Santa Rosa,Secundaria,Secundaria,4-5,Mayormente dependiente,EsSalud,No,Ingeniería de Software,1.0,,10-12,Sí,5.0,2.0,5.0,3.0,No,Labore explicabo doloribus harum quae libero voluptates rerum corrupti ipsum velit.,No,Público,>1 h,Sí,Sí,1.0,No,4.0,Propia,0,1000-2000,Sí,Sí,>20,Sí,<5,No,No,Sí,No
Masculino,21-25,Soltero(a),No,San Luis,Técnico,Secundaria,4-5,,SIS,No,Ingeniería de Software,7.0,3,13-15,No,4.0,2.0,4.0,3.0,Sí,Deserunt dolorum repellendus praesentium pariatur asperiores ratione id praesentium.,Yes,Público,>1 h,No,Sí,3.0,No,3.0,Alojado,<500,2000-4000,No,,<10,Sí,<5,No,Sí,Sí,Sí
Masculino,16-20,Soltero(a),No,Ancón,Primaria,Técnico,1-3,Mayormente dependiente,EsSalud,No,Ingeniería de Software,5.0,6 o más,13-15,Sí,3.0,3.0,4.0,2.0,No,Ea culpa fugit nemo accusantium ullam labore eveniet quas doloribus alias doloribus.,No,Público,<30 min,Sí,Sí,3.0,Sí,5.0,Propia,500-1000,1000-2000,Sí,No,<10,Sí,5-10,No,No,No,Sí
Masculino,16-20,Casado(a),No,Pueblo Libre,Técnico,Primaria,4-5,Mayormente dependiente,SIS,No,Ingeniería de Software,4.0,3,13-15,Sí,3.0,3.0,5.0,1.0,No,A quidem odit doloribus sit provident nemo provident inventore quasi accusamus sint suscipit.,No,Público,<30 min,Sí,Sí,1.0,No,3.0,Propia,0,2000-4000,No,Sí,10-20,No,5-10,No,No,No,Sí
Masculino,16-20,Soltero(a),No,Pachacámac,Técnico,Primaria,1-3,Mayormente dependiente,Ninguno,No,Ingeniería de Sistemas,7.0,4-5,13-15,No,5.0,4.0,5.0,2.0,No,,No,Público,>1 h,Sí,Sí,,Sí,2.0,Propia,<500,<1000,No,Sí,>20,No,5-10,Sí,No,No,No
Masculino,21-25,Soltero(a),No,Miraflores,Primaria,Primaria,1-3,No dependo económicamente,SIS,No,Ingeniería de Software,6.0,4-5,10-12,No,5.0,2.0,4.0,3.0,No,Quo repellat ullam voluptas fugit voluptates inventore unde voluptatem cum.,No,A pie,<30 min,Sí,Sí,1.0,No,4.0,Alquilada,0,1000-2000,No,No,>20,No,>10,No,No,No,Sí
Femenino,16-20,Soltero(a),No,San Juan de Miraflores,Secundaria,Universitario,1-3,No dependo económicamente,EsSalud,Sí,Ingeniería de Software,1.0,3,<10,No,5.0,2.0,4.0,3.0,No,Nostrum cupiditate laboriosam iusto velit tempore culpa architecto sit nihil sunt.,No,A pie,<30 min,Sí,Sí,3.0,No,2.0,Alojado,0,<1000,Sí,Sí,10-20,Sí,<5,No,Sí,Sí,Sí
Masculino,21-25,Divorciado(a),No,Punta Hermosa,Secundaria,Secundaria,4-5,Parcialmente dependiente,EsSalud,Sí,Ingeniería de Software,4.0,6 o más,13-15,,4.0,4.0,2.0,1.0,Sí,Corporis nam quis unde temporibus veniam magni quae ducimus.,Yes,Privado,>1 h,Sí,Sí,2.0,Sí,1.0,Alojado,0,>4000,No,No,10-20,Sí,>10,No,No,Sí,Sí
Masculino,26-30,Soltero(a),No,San Juan de Miraflores,Universitario,Postgrado,4-5,Minimamente dependiente,Privado,No,Ingeniería de Software,8.0,4-5,13-15,No,5.0,,5.0,4.0,No,Voluptatibus eligendi deserunt dolor fuga ab nam fuga.,No,Público,,Sí,Sí,4.0,No,4.0,Alquilada,<500,<1000,,No,<10,Sí,5-10,No,Sí,Sí,Sí
Masculino,21-25,Soltero(a),No,Punta Hermosa,Secundaria,Primaria,4-5,,SIS,No,Ingeniería de Sistemas,5.0,6 o más,13-15,No,4.0,,3.0,4.0,Sí,Accusamus iusto vitae quisquam ratione exercitationem a ut.,Yes,A pie,30-60 min,Sí,,4.0,No,5.0,Alojado,500-1000,<1000,No,No,<10,No,5-10,No,No,Sí,Sí
Femenino,16-20,Soltero(a),No,San Isidro,Postgrado,Secundaria,4-5,Totalmente dependiente,Privado,Sí,Ingeniería de Software,7.0,4-5,13-15,No,5.0,1.0,4.0,3.0,No,Optio voluptatem perferendis possimus animi nemo ducimus odit libero veritatis provident dolorem saepe.,No,Público,30-60 min,Sí,Sí,4.0,Sí,,Propia,0,<1000,No,No,<10,Sí,>10,No,No,Sí,No
Masculino,21-25,Casado(a),No,Pueblo Libre,Primaria,Secundaria,1-3,Mayormente dependiente,SIS,No,Ingeniería de Sistemas,7.0,4-5,10-12,No,,3.0,1.0,3.0,No,Quae dolorem minus repudiandae veritatis architecto tempore debitis delectus non accusamus dolore quam.,No,Privado,30-60 min,No,Sí,4.0,Sí,3.0,Alquilada,0,2000-4000,No,No,>20,No,<5,No,No,No,No
Masculino,21-25,Soltero(a),No,La Molina,Secundaria,Secundaria,4-5,Totalmente dependiente,EsSalud,No,Ingeniería de Sistemas,6.0,3,10-12,Sí,4.0,4.0,2.0,4.0,No,Voluptates sapiente illo debitis consequuntur quo voluptates autem numquam minus nisi consequatur beatae.,No,Público,>1 h,Sí,Sí,4.0,Sí,3.0,Alquilada,500-1000,<1000,Sí,No,10-20,No,<5,No,No,Sí,Sí
Masculino,16-20,Soltero(a),No,Carabayllo,Universitario,Universitario,1-3,Parcialmente dependiente,EsSalud,No,Ingeniería de Software,6.0,6 o más,10-12,Sí,4.0,3.0,4.0,3.0,Sí,Harum iure vero aspernatur voluptate saepe labore officia voluptatem aliquam numquam dolores tenetur.,Yes,Público,30-60 min,Sí,Sí,4.0,Sí,4.0,Alojado,0,<1000,No,Sí,>20,Sí,5-10,No,Sí,No,No
Masculino,21-25,Soltero(a),No,Santa Rosa,Secundaria,Secundaria,4-5,Minimamente dependiente,Privado,No,Ingeniería de Software,7.0,3,10-12,No,4.0,4.0,5.0,3.0,No,Tenetur laudantium odio reprehenderit quibusdam nisi.,No,Público,<30 min,Sí,Sí,3.0,No,3.0,Alojado,0,1000-2000,Sí,No,>20,Sí,5-10,No,Sí,No,Sí
Masculino,16-20,Soltero(a),No,Punta Hermosa,Secundaria,Secundaria,4-5,Mayormente dependiente,Privado,No,Ingeniería de Sistemas,4.0,4-5,10-12,No,4.0,3.0,4.0,5.0,Sí,,Yes,Público,30-60 min,Sí,Sí,1.0,No,2.0,Alojado,0,<1000,No,No,<10,Sí,>10,No,No,Sí,No
Femenino,21-25,Soltero(a),No,Magdalena del Mar,Técnico,Secundaria,1-3,Parcialmente dependiente,EsSalud,Sí,Ingeniería de Sistemas,6.0,3,16+,,4.0,2.0,3.0,1.0,No,Tempore ad aperiam quo labore dolorum.,No,Privado,>1 h,Sí,Sí,3.0,Sí,4.0,Alquilada,0,2000-4000,No,No,<10,No,<5,No,No,No,Sí
Masculino,21-25,Casado(a),No,Ate,Primaria,Secundaria,4-5,Parcialmente dependiente,EsSalud,No,Ingeniería de Software,2.0,3,13-15,Sí,,3.0,3.0,2.0,No,Tempore eum aspernatur ut dolorem ipsum omnis saepe harum provident sapiente facere consequuntur.,No,Público,>1 h,Sí,Sí,3.0,No,2.0,Alojado,500-1000,1000-2000,No,No,10-20,No,5-10,No,Sí,Sí,No
Masculino,26-30,Soltero(a),No,Cieneguilla,Secundaria,Secundaria,6+,Parcialmente dependiente,Ninguno,No,Ingeniería de Software,6.0,4-5,10-12,No,3.0,4.0,5.0,1.0,Sí,Accusantium fugiat expedita quis aperiam nostrum placeat rerum quo provident fugit.,Yes,Privado,,Sí,Sí,2.0,No,3.0,Alquilada,0,>4000,No,No,<10,Sí,5-10,No,Sí,No,
